profile,task,backend,baseline_role,batch_size,representative_batch_size,is_representative_batch,input_width,output_width,processed_bits,block_width,block_width_source,lut_table_bytes,packed_word_bits,median_runtime_s,min_runtime_s,max_runtime_s,stdev_runtime_s,cv,throughput_Mbit_s,throughput_Mcodeword_s,round_count,correctness_passed,timed,skip_reason,warmups,repeats,build_init_s,affinity_status,frequency_lock_status,galois_available,galois_version,cpu_model,l1d_bytes,l2_bytes,l3_bytes,python_version,numpy_version,thread_count,seed,notes
bch_255_231_r24,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,100,1000,False,255,24,25500,20,round32_cache_width_decision_summary:round32_cache_width_decision_summary.csv,40894464,32,6.724998820573092e-05,6.649992428719997e-05,7.419998291879892e-05,2.296006827591097e-06,0.03378965483460789,379.18222263460467,1.486989108370999,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep; chunked_online=False; chunk_size=100
bch_255_231_r24,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",300,1000,False,255,24,76500,,,,32,0.013065000006463379,0.01216239994391799,0.01470520009752363,0.0010176792339240063,0.07669929549880034,5.855338688262895,0.022962112502991745,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul; chunked_online=False; chunk_size=300"
bch_255_231_r24,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,300,1000,False,255,24,76500,,,,32,0.0026353499852120876,0.002596899983473122,0.0048859999515116215,0.0007461100968093087,0.25100761430765667,29.02840246239379,0.11383687240154428,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA; chunked_online=False; chunk_size=300
bch_255_231_r24,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,300,1000,False,255,24,76500,20,round32_cache_width_decision_summary:round32_cache_width_decision_summary.csv,40894464,32,0.00017745007062330842,0.000156999914906919,0.0010409000096842647,0.00027269800676862335,0.9653368591506251,431.10718260797114,1.6906164023842005,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep; chunked_online=False; chunk_size=300
bch_255_231_r24,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",500,1000,False,255,24,127500,,,,32,0.02171944995643571,0.02064030000474304,0.02498109999578446,0.00133484444281795,0.06068685722301626,5.870314407396876,0.023020840813321085,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul; chunked_online=False; chunk_size=500"
bch_255_231_r24,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,500,1000,False,255,24,127500,,,,32,0.004311700060497969,0.004263699986040592,0.008284199982881546,0.0013900043447390808,0.27940178951902406,29.57070255607592,0.11596353943559184,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA; chunked_online=False; chunk_size=500
bch_255_231_r24,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,500,1000,False,255,24,127500,20,round32_cache_width_decision_summary:round32_cache_width_decision_summary.csv,40894464,32,0.0002820999943651259,0.0002470000181347132,0.0014691000105813146,0.0004927463689048591,0.9617941282881852,451.9673964791896,1.7724211626634885,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep; chunked_online=False; chunk_size=500
bch_255_231_r24,syndrome,galois_per_codeword,"naive library-call baseline, per-codeword",700,1000,False,255,24,178500,,,,32,0.030578450008761138,0.028486100025475025,0.03272010001819581,0.001250493455288557,0.04085055370068459,5.837444342301763,0.022891938597261813,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,"naive library-call baseline, per-codeword galois GF(2) matmul; chunked_online=False; chunk_size=700"
bch_255_231_r24,syndrome,PackedBatchGF2Kernel.apply_many,fair vectorized same-task baseline,700,1000,False,255,24,178500,,,,32,0.006526599987410009,0.006149600027129054,0.010641700006090105,0.0017747262316471796,0.23811185489463274,27.349615472731806,0.10725339401071297,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,headline fair baseline for fixed xA; chunked_online=False; chunk_size=700
bch_255_231_r24,syndrome,PackedBlockLUTKernel.apply_many_packed,packed block-LUT kernel under test,700,1000,False,255,24,178500,20,round32_cache_width_decision_summary:round32_cache_width_decision_summary.csv,40894464,32,0.00038315000711008906,0.00037269992753863335,0.0004186999285593629,1.3168589228939036e-05,0.033993106359713955,465.8749750426398,1.8269606864417247,10,True,True,,30,10,0.11441110004670918,psutil cpu_affinity set to 2,cpupower/intel_pstate unavailable on Windows,True,0.4.10,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",32768,1048576,16777216,3.11.5,1.24.3,1;1;1,42,block width selected from cache sweep; chunked_online=False; chunk_size=700
