matrix_source,workload_type,backend_or_method,batch_size,density,flip_count,block_width,total_runtime_s,latency_per_word_us,throughput_Mword_s,repeats,mean,std,correctness_passed
galois_systematic_candidate,event_update,HybridPlanner.update_many,64,0.5,4,8,2.926667608941595e-05,0.4572918138971242,2.1867874508354253,3,2.926667608941595e-05,1.1015207359963902e-06,True
galois_systematic_candidate,batch_syndrome,Naive.apply_many,4096,0.5,0,8,0.02289346665687238,5.5892252580254835,0.17891567325258814,3,0.02289346665687238,0.0023673535808592977,True
galois_systematic_candidate,batch_syndrome,PackedBlockLUT.apply_many_packed,4096,0.5,0,8,0.0035461333269874253,0.8657552067840394,1.1550609134822654,3,0.0035461333269874253,0.0010898339230457285,True
galois_systematic_candidate,batch_syndrome,HybridPlanner.apply_many_packed,4096,0.5,0,8,0.002976666670292616,0.7267252613019082,1.376035832590335,3,0.002976666670292616,3.172733422149208e-05,True
galois_systematic_candidate,event_update,from_scratch.Naive.apply_many,4096,0.5,1,8,0.030537699989508837,7.455493161501181,0.13412928941626814,3,0.030537699989508837,0.0018330058161976986,True
galois_systematic_candidate,event_update,from_scratch.PackedBlockLUT.apply_many_packed,4096,0.5,1,8,0.002746099994207422,0.6704345688982963,1.491569865860688,3,0.002746099994207422,0.0001400807262276274,True
galois_systematic_candidate,event_update,HybridPlanner.update_many,4096,0.5,1,8,0.00012873332404221097,0.03142903418999291,31.81771332694667,3,0.00012873332404221097,2.350136990416169e-06,True
galois_systematic_candidate,event_update,from_scratch.Naive.apply_many,4096,0.5,2,8,0.02776030000920097,6.777416994433831,0.1475488376797948,3,0.02776030000920097,0.004355380525043011,True
galois_systematic_candidate,event_update,from_scratch.PackedBlockLUT.apply_many_packed,4096,0.5,2,8,0.0022340999955000975,0.545434569213891,1.8334004781568074,3,0.0022340999955000975,0.00037997734975959784,True
galois_systematic_candidate,event_update,HybridPlanner.update_many,4096,0.5,2,8,0.00033376668579876423,0.08148600727508892,12.272045636302883,3,0.00033376668579876423,6.919547728216131e-05,True
galois_systematic_candidate,event_update,from_scratch.Naive.apply_many,4096,0.5,4,8,0.02345916667642693,5.727335614362043,0.17460125743153052,3,0.02345916667642693,0.0019467189037265739,True
galois_systematic_candidate,event_update,from_scratch.PackedBlockLUT.apply_many_packed,4096,0.5,4,8,0.002113333340579023,0.5159505226023006,1.9381703403580217,3,0.002113333340579023,0.00017535572700858268,True
