preset,workload_type,code_profile,num_blocks,window_len,num_iterations_or_steps,backend_or_method,block_width,batch_size,density,num_syndrome_calls,num_candidate_tests,num_event_updates,mean_total_runtime_s,mean_latency_per_component_us,mean_throughput_Mcomponent_s,std_latency_per_component_us,correctness_all_true,notes,num_rows
lightweight,staircase_like,bch_255_239_r16,8,8,1,PackedBlockLUT.apply_many_packed,8,64,0.05,16,0,16,0.000143633321083,4.48854128384,0.222789529329,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,bch_255_239_r16,8,8,3,EventUpdate.integrated,8,64,0.05,48,0,48,0.000283666672961,2.95486117668,0.338425374394,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,bch_255_239_r16,8,8,3,Naive.apply_many,8,64,0.05,48,0,48,0.000533966658016,5.56215268767,0.17978650644,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,bch_255_239_r16,8,8,3,PackedBatch.apply_many,8,64,0.05,48,0,48,0.000508299989936,5.29479156184,0.188864847336,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,bch_255_239_r16,8,8,3,PackedBlockLUT.apply_many_packed,8,64,0.05,48,0,48,0.000361099994431,3.76145827532,0.26585433808,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,4,1,EventUpdate.integrated,8,64,0.05,8,0,8,7.12333324676e-05,4.45208327922,0.224613947512,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,4,1,Naive.apply_many,8,64,0.05,8,0,8,0.000133033337382,8.31458358637,0.12027060521,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,4,1,PackedBatch.apply_many,8,64,0.05,8,0,8,0.000125600005655,7.85000035345,0.127388529296,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,4,1,PackedBlockLUT.apply_many_packed,8,64,0.05,8,0,8,0.000165433331858,10.3395832411,0.0967156970138,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,4,3,EventUpdate.integrated,8,64,0.05,24,0,24,0.000171866675373,3.58055573694,0.279286254277,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,4,3,Naive.apply_many,8,64,0.05,24,0,24,0.000296633321947,6.1798608739,0.161815940586,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,4,3,PackedBatch.apply_many,8,64,0.05,24,0,24,0.0003039999865,6.33333305207,0.157894743854,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,4,3,PackedBlockLUT.apply_many_packed,8,64,0.05,24,0,24,0.000498733347437,10.3902780716,0.0962438149498,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,8,1,EventUpdate.integrated,8,64,0.05,16,0,16,0.000122900004499,3.84062514058,0.260374278508,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,8,1,Naive.apply_many,8,64,0.05,16,0,16,0.000234733316271,7.33541613348,0.136324917606,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,8,1,PackedBatch.apply_many,8,64,0.05,16,0,16,0.000230266654398,7.19583294995,0.138969318348,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,8,1,PackedBlockLUT.apply_many_packed,8,64,0.05,16,0,16,0.000145333334027,4.54166668836,0.220183485187,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,8,3,EventUpdate.integrated,8,64,0.05,48,0,48,0.000391633327429,4.07951382739,0.245127248567,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,8,3,Naive.apply_many,8,64,0.05,48,0,48,0.000620766659267,6.46631936737,0.154647480767,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,8,3,PackedBatch.apply_many,8,64,0.05,48,0,48,0.000578866670063,6.02986114649,0.165841298117,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,32,8,3,PackedBlockLUT.apply_many_packed,8,64,0.05,48,0,48,0.000460866664071,4.8006944174,0.208303198049,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,4,1,EventUpdate.integrated,8,64,0.05,8,0,8,7.46333389543e-05,4.66458368464,0.214381404131,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,4,1,Naive.apply_many,8,64,0.05,8,0,8,0.000121499993838,7.5937496149,0.131687249477,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,4,1,PackedBatch.apply_many,8,64,0.05,8,0,8,0.000123633324013,7.72708275084,0.129414946396,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,4,1,PackedBlockLUT.apply_many_packed,8,64,0.05,8,0,8,0.000142633352273,8.91458451709,0.1121757271,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,4,3,EventUpdate.integrated,8,64,0.05,24,0,24,0.000173166665869,3.60763887228,0.277189606666,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,4,3,Naive.apply_many,8,64,0.05,24,0,24,0.000339166668709,7.06597226478,0.141523340671,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,4,3,PackedBatch.apply_many,8,64,0.05,24,0,24,0.00032433331944,6.75694415501,0.147995895343,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,4,3,PackedBlockLUT.apply_many_packed,8,64,0.05,24,0,24,0.000339300003058,7.06875006371,0.1414677264,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,8,1,EventUpdate.integrated,8,64,0.05,16,0,16,0.0002139666661,6.68645831562,0.149556006004,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,8,1,Naive.apply_many,8,64,0.05,16,0,16,0.000186366669368,5.82395841775,0.171704522641,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,8,1,PackedBatch.apply_many,8,64,0.05,16,0,16,0.000181166668578,5.66145839305,0.176632932819,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,8,1,PackedBlockLUT.apply_many_packed,8,64,0.05,16,0,16,0.000118866659856,3.7145831205,0.269209213406,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,8,3,EventUpdate.integrated,8,64,0.05,48,0,48,0.000391000008676,4.07291675704,0.245524291227,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,8,3,Naive.apply_many,8,64,0.05,48,0,48,0.000961000002765,10.0104166955,0.0998959414399,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,8,3,PackedBatch.apply_many,8,64,0.05,48,0,48,0.000812733313069,8.46597201113,0.11811992748,0,True,trace-level workload only; no BER; no full decoder,1
lightweight,staircase_like,ebch_256_239_r17,8,8,3,PackedBlockLUT.apply_many_packed,8,64,0.05,48,0,48,0.000442033323149,4.6045137828,0.217178196694,0,True,trace-level workload only; no BER; no full decoder,1
